pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,raterecovered
35,Ontario,Ontario,03/03/2020,03/03/2020,20,0,0,20,,0,,,,,5,33.33,0.14,0,0,0,,,,100,20,0.14,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,03/03/2020,03/03/2020,12,0,0,12,,690,,,,134,4,50,0.23,0,0,0,,,,100,12,0.23,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,03/03/2020,03/03/2020,1,0,0,1,,43,,,,5,0,0,0.01,0,0,0,,,,100,1,0.01,,,,,,,,,,,,,0
1,Canada,Canada,03/03/2020,03/03/2020,33,0,0,33,,733,,,,19,9,37.5,0.09,0,0,0,,,,100,33,0.09,,,,,,,,,,,,,0
35,Ontario,Ontario,03/05/2020,03/05/2020,22,0,0,22,,0,,,,,2,10,0.15,0,0,0,,,,100,22,0.15,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,03/05/2020,03/05/2020,21,0,0,21,,1045,,,,203,9,75,0.41,0,0,0,,,,100,21,0.41,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,03/05/2020,03/05/2020,2,0,0,2,,54,,,,6,1,100,0.02,0,0,0,,,,100,2,0.02,,,,,,,,,,,,,0
1,Canada,Canada,03/05/2020,03/05/2020,45,0,0,45,,1099,,,,29,12,36.36,0.12,0,0,0,,,,100,45,0.12,,,,,,,,,,,,,0
35,Ontario,Ontario,03/06/2020,03/06/2020,28,0,0,28,,0,,,,,6,27.27,0.19,0,0,0,,,,100,28,0.19,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,03/06/2020,03/06/2020,21,0,0,21,,1313,,,,255,0,0,0.41,0,0,0,,,,100,21,0.41,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,03/06/2020,03/06/2020,2,0,0,2,,82,,,,10,0,0,0.02,0,0,0,,,,100,2,0.02,,,,,,,,,,,,,0
1,Canada,Canada,03/06/2020,03/06/2020,51,0,0,51,,1395,,,,37,6,13.33,0.13,0,0,0,,,,100,51,0.13,,,,,,,,,,,,,0
35,Ontario,Ontario,03/07/2020,03/07/2020,28,0,0,28,,0,,,,,0,0,0.19,0,0,0,,,,100,28,0.19,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,03/07/2020,03/07/2020,27,0,0,27,,1655,,,,322,6,28.57,0.52,0,0,0,,,,100,27,0.52,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,03/07/2020,03/07/2020,2,0,0,2,,112,,,,13,0,0,0.02,0,0,0,,,,100,2,0.02,,,,,,,,,,,,,0
1,Canada,Canada,03/07/2020,03/07/2020,57,0,0,57,,1767,,,,46,6,11.76,0.15,0,0,0,,,,100,57,0.15,,,,,,,,,,,,,0
35,Ontario,Ontario,03/08/2020,03/08/2020,31,0,0,31,,0,,,,,3,10.71,0.21,0,0,0,,,,100,31,0.21,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,03/08/2020,03/08/2020,27,0,1,27,,2478,,,,481,0,0,0.52,0.02,1,3.7,,,,96.3,26,0.51,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,03/08/2020,03/08/2020,3,0,0,3,,161,,,,19,1,50,0.03,0,0,0,,,,100,3,0.03,,,,,,,,,,,,,0
48,Alberta,Alberta,03/08/2020,03/08/2020,1,0,0,1,,60,,,,14,1,100,0.02,0,0,0,,,,100,1,0.02,,,,,,,,,,,,,0
1,Canada,Canada,03/08/2020,03/08/2020,62,0,1,62,,2699,,,,71,5,8.77,0.16,0,1,1.61,,,,98.39,61,0.16,,,,,,,,,,,,,0
35,Ontario,Ontario,03/09/2020,03/09/2020,34,0,0,34,,0,,,,,3,9.68,0.23,0,0,0,,,,100,34,0.23,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,03/09/2020,03/09/2020,32,0,1,32,,2989,,,,581,5,18.52,0.62,0.02,0,3.13,,,,96.88,31,0.6,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,03/09/2020,03/09/2020,4,0,0,4,,201,,,,23,1,33.33,0.05,0,0,0,,,,100,4,0.05,,,,,,,,,,,,,0
48,Alberta,Alberta,03/09/2020,03/09/2020,7,0,0,7,,341,,,,77,6,600,0.16,0,0,0,,,,100,7,0.16,,,,,,,,,,,,,0
1,Canada,Canada,03/09/2020,03/09/2020,77,0,1,77,,3531,,,,93,15,24.19,0.2,0,0,1.3,,,,98.7,76,0.2,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,03/11/2020,03/11/2020,39,0,1,39,4373,3545,,,850,689,7,21.88,0.76,0.02,0,2.56,4373,,,97.44,38,0.74,,,,,,,,,,,,,0
48,Alberta,Alberta,03/11/2020,03/11/2020,14,0,0,14,1969,984,,,445,223,7,100,0.32,0,0,0,1969,,,100,14,0.32,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,03/11/2020,03/11/2020,0,0,0,0,204,0,,,173,,0,0,0,0,0,,204,,,,,0,,,,,,,,,,,,,0
46,Manitoba,Manitoba,03/11/2020,03/11/2020,0,0,0,0,352,13,,,255,9,0,0,0,0,0,,352,,,,,0,,,,,,,,,,,,,0
35,Ontario,Ontario,03/11/2020,03/11/2020,42,0,1,42,3394,0,,,230,,8,23.53,0.29,0.01,1,2.38,3394,,,97.62,41,0.28,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,03/11/2020,03/11/2020,7,0,0,7,556,266,,,65,31,3,75,0.08,0,0,0,556,,,100,7,0.08,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,03/11/2020,03/11/2020,0,0,0,0,22,6,,,28,8,0,0,0,0,0,,22,,,,,0,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03/11/2020,03/11/2020,0,0,0,0,44,4,,,84,8,0,0,0,0,0,,44,,,,,0,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,03/11/2020,03/11/2020,0,0,0,0,103,3,,,105,3,0,0,0,0,0,,103,,,,,0,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,03/11/2020,03/11/2020,0,0,0,0,6,0,,,38,,0,0,0,0,0,,6,,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,03/11/2020,03/11/2020,0,0,0,0,0,2,,,,44,0,0,0,0,0,,0,,,,,0,,,,,,,,,,,,,0
62,Nunavut,Nunavut,03/11/2020,03/11/2020,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,,,,,0,,,,,,,,,,,,,0
60,Yukon,Yukon,03/11/2020,03/11/2020,0,0,0,0,0,23,,,,547,0,0,0,0,0,,0,,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,03/11/2020,03/11/2020,1,0,0,1,29,0,,,,,1,100,,,0,0,29,,,100,1,,,,,,,,,,,,,,
1,Canada,Canada,03/11/2020,03/11/2020,103,0,2,103,11052,4846,,,291,128,26,33.77,0.27,0.01,1,1.94,11023,,,98.06,101,0.27,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,03/12/2020,03/12/2020,46,0,1,46,5195,4354,,,1009,846,7,17.95,0.89,0.02,0,2.17,822,809,,97.83,45,0.87,,,,,,,,,,,,,0
48,Alberta,Alberta,03/12/2020,03/12/2020,19,0,0,19,4109,1768,,,929,400,5,35.71,0.43,0,0,0,2140,784,,100,19,0.43,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,03/12/2020,03/12/2020,0,1,0,1,285,0,,,242,,1,0,0.08,0,0,0,81,0,,100,1,0.08,,,,,,,,,,,,,0
46,Manitoba,Manitoba,03/12/2020,03/12/2020,0,1,0,1,352,117,,,255,85,1,0,0.07,0,0,0,0,104,,100,1,0.07,,,,,,,,,,,,,0
35,Ontario,Ontario,03/12/2020,03/12/2020,59,0,1,59,4185,0,,,284,,17,40.48,0.4,0.01,0,1.69,791,0,,98.31,58,0.39,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,03/12/2020,03/12/2020,13,0,0,13,740,397,,,86,46,6,85.71,0.15,0,0,0,184,131,,100,13,0.15,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03/12/2020,03/12/2020,0,0,0,0,52,27,,,100,52,0,0,0,0,0,,30,21,,,,0,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,03/12/2020,03/12/2020,0,1,0,1,44,20,,,56,26,1,0,0.13,0,0,0,0,16,,100,1,0.13,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,03/12/2020,03/12/2020,0,0,0,0,182,16,,,186,16,0,0,0,0,0,,79,13,,,,0,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,03/12/2020,03/12/2020,0,0,0,0,6,0,,,38,,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,0
60,Yukon,Yukon,03/12/2020,03/12/2020,0,0,0,0,0,34,,,,809,0,0,0,0,0,,0,32,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,03/12/2020,03/12/2020,0,0,0,0,34,5,,,753,111,0,0,0,0,0,,34,5,,,,0,,,,,,,,,,,,,0
62,Nunavut,Nunavut,03/12/2020,03/12/2020,0,0,0,0,1,0,,,25,,0,0,0,0,0,,1,-23,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,03/12/2020,03/12/2020,1,0,0,1,29,1,,,,,0,0,,,0,0,0,1,,100,1,,,,,,,,,,,,,,
1,Canada,Canada,03/12/2020,03/12/2020,138,3,2,141,15214,6739,,,400,177,38,36.89,0.37,0.01,0,1.42,4162,1893,,98.58,139,0.37,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,13/03/2020,13/03/2020,53,0,1,53,5195,5606,,,1009,1089,7,15.22,1.03,0.02,0,1.89,0,1252,,98.11,52,1.01,,,,,,,,,,,,,0
48,Alberta,Alberta,13/03/2020,13/03/2020,23,0,0,23,4109,3102,,,929,702,4,21.05,0.52,0,0,0,0,1334,,100,23,0.52,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,13/03/2020,13/03/2020,0,1,0,1,285,0,,,242,,0,0,0.08,0,0,0,0,0,,100,1,0.08,,,,,,,,,,,,,0
46,Manitoba,Manitoba,13/03/2020,13/03/2020,1,2,0,3,352,312,,,255,226,2,200,0.22,0,0,0,0,195,,100,3,0.22,,,,,,,,,,,,,0
35,Ontario,Ontario,13/03/2020,13/03/2020,79,0,1,79,4185,0,,,284,,20,33.9,0.54,0.01,0,1.27,0,0,,98.73,78,0.53,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,13/03/2020,13/03/2020,17,0,0,17,740,613,,,86,71,4,30.77,0.2,0,0,0,0,216,,100,17,0.2,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13/03/2020,13/03/2020,0,0,0,0,52,78,,,100,149,0,0,0,0,0,,0,51,,,,0,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,13/03/2020,13/03/2020,1,0,0,1,44,95,,,56,122,0,0,0.13,0,0,0,0,75,,100,1,0.13,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,13/03/2020,13/03/2020,0,0,0,0,182,16,,,186,16,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,13/03/2020,13/03/2020,0,0,0,0,6,0,,,38,,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,0
60,Yukon,Yukon,13/03/2020,13/03/2020,0,0,0,0,0,36,,,,856,0,0,0,0,0,,0,2,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,13/03/2020,13/03/2020,0,0,0,0,34,24,,,753,531,0,0,0,0,0,,0,19,,,,0,,,,,,,,,,,,,0
62,Nunavut,Nunavut,13/03/2020,13/03/2020,0,0,0,0,1,0,,,25,,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,13/03/2020,13/03/2020,2,0,0,2,29,7,,,,,1,100,,,0,0,0,6,,100,2,,,,,,,,,,,,,,
1,Canada,Canada,13/03/2020,13/03/2020,176,3,2,179,15214,9889,,,400,260,38,26.95,0.47,0.01,0,1.12,0,3150,,98.88,177,0.47,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,14/03/2020,14/03/2020,64,0,1,64,7033,6772,,,1366,1316,11,20.75,1.24,0.02,0,1.56,1838,1166,,98.44,63,1.22,,,,,,,,,,,,,0
48,Alberta,Alberta,14/03/2020,14/03/2020,29,0,0,29,5247,4249,,,1187,961,6,26.09,0.66,0,0,0,1138,1147,,100,29,0.66,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,14/03/2020,14/03/2020,0,2,0,2,349,0,,,296,,1,100,0.17,0,0,0,64,0,,100,2,0.17,,,,,,,,,,,,,0
46,Manitoba,Manitoba,14/03/2020,14/03/2020,1,3,0,4,837,612,,,607,444,1,33.33,0.29,0,0,0,485,300,,100,4,0.29,,,,,,,,,,,,,0
35,Ontario,Ontario,14/03/2020,14/03/2020,79,0,1,79,6646,0,,,451,,0,0,0.54,0.01,0,1.27,2461,0,,98.73,78,0.53,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,14/03/2020,14/03/2020,17,0,0,17,1584,950,,,185,111,0,0,0.2,0,0,0,844,337,,100,17,0.2,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,14/03/2020,14/03/2020,0,0,0,0,62,174,,,119,333,0,0,0,0,0,,10,96,,,,0,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,14/03/2020,14/03/2020,1,1,0,2,82,189,,,105,242,1,100,0.26,0,0,0,38,94,,100,2,0.26,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,14/03/2020,14/03/2020,0,0,0,0,481,166,,,491,170,0,0,0,0,0,,299,150,,,,0,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,14/03/2020,14/03/2020,0,0,0,0,6,0,,,38,,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,0
60,Yukon,Yukon,14/03/2020,14/03/2020,0,0,0,0,0,37,,,,880,0,0,0,0,0,,0,1,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,14/03/2020,14/03/2020,0,0,0,0,76,50,,,1683,1107,0,0,0,0,0,,42,26,,,,0,,,,,,,,,,,,,0
62,Nunavut,Nunavut,14/03/2020,14/03/2020,0,0,0,0,6,1,,,152,25,0,0,0,0,0,,5,1,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,14/03/2020,14/03/2020,2,0,0,2,29,9,,,,,0,0,,,0,0,0,2,,100,2,,,,,,,,,,,,,,
1,Canada,Canada,14/03/2020,14/03/2020,193,6,2,199,22438,13209,,,590,348,20,11.17,0.52,0.01,0,1.01,7224,3320,,98.99,197,0.52,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,15/03/2020,15/03/2020,73,0,1,73,7033,8313,,,1366,1615,9,14.06,1.42,0.02,0,1.37,0,1541,,98.63,72,1.4,,,,,,,,,,,,,0
48,Alberta,Alberta,15/03/2020,15/03/2020,39,0,0,39,5247,5836,,,1187,1320,10,34.48,0.88,0,0,0,0,1587,,100,39,0.88,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,15/03/2020,15/03/2020,0,2,0,2,349,0,,,296,,0,0,0.17,0,0,0,0,0,,100,2,0.17,,,,,,,,,,,,,0
46,Manitoba,Manitoba,15/03/2020,15/03/2020,4,0,0,4,837,1030,,,607,747,0,0,0.29,0,0,0,0,418,,100,4,0.29,,,,,,,,,,,,,0
35,Ontario,Ontario,15/03/2020,15/03/2020,103,0,1,103,8461,0,,,574,,24,30.38,0.7,0.01,0,0.97,1815,0,,99.03,102,0.69,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,15/03/2020,15/03/2020,24,0,0,24,2337,1229,,,273,143,7,41.18,0.28,0,0,0,753,279,,100,24,0.28,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,15/03/2020,15/03/2020,0,1,0,1,62,283,,,119,542,1,0,0.19,0,0,0,0,109,,100,1,0.19,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,15/03/2020,15/03/2020,1,1,0,2,82,197,,,105,252,0,0,0.26,0,0,0,0,8,,100,2,0.26,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,15/03/2020,15/03/2020,0,0,0,0,481,336,,,491,343,0,0,0,0,0,,0,170,,,,0,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,15/03/2020,15/03/2020,1,0,0,1,6,0,,,38,,1,0,0.63,0,0,0,0,0,,100,1,0.63,,,,,,,,,,,,,0
60,Yukon,Yukon,15/03/2020,15/03/2020,0,0,0,0,0,49,,,,1165,0,0,0,0,0,,0,12,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,15/03/2020,15/03/2020,0,0,0,0,76,65,,,1683,1439,0,0,0,0,0,,0,15,,,,0,,,,,,,,,,,,,0
62,Nunavut,Nunavut,15/03/2020,15/03/2020,0,0,0,0,6,1,,,152,25,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,15/03/2020,15/03/2020,4,0,0,4,29,18,,,,,2,100,,,0,0,0,9,,100,4,,,,,,,,,,,,,,
1,Canada,Canada,15/03/2020,15/03/2020,249,4,2,253,25006,17357,,,658,457,54,27.14,0.67,0.01,0,0.79,2568,4148,,99.21,251,0.66,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,16/03/2020,16/03/2020,73,0,4,73,9926,9863,,,1928,1916,0,0,1.42,0.08,3,5.48,2893,1550,,94.52,69,1.34,,,,,,,,,,,,,0
48,Alberta,Alberta,16/03/2020,16/03/2020,56,0,0,56,10238,7391,,,2315,1671,17,43.59,1.27,0,0,0,4991,1555,,100,56,1.27,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,16/03/2020,16/03/2020,1,5,0,6,881,0,,,747,,4,200,0.51,0,0,0,532,0,,100,6,0.51,,,,,,,,,,,,,0
46,Manitoba,Manitoba,16/03/2020,16/03/2020,4,3,0,7,1848,1376,,,1340,998,3,75,0.51,0,0,0,1011,346,,100,7,0.51,,,,,,,,,,,,,0
35,Ontario,Ontario,16/03/2020,16/03/2020,145,0,1,145,10178,0,,,691,,42,40.78,0.98,0.01,0,0.69,1717,0,,99.31,144,0.98,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,16/03/2020,16/03/2020,39,0,0,39,3129,1901,,,365,222,15,62.5,0.45,0,0,0,792,672,,100,39,0.45,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16/03/2020,16/03/2020,0,1,0,1,161,384,,,308,735,0,0,0.19,0,0,0,99,101,,100,1,0.19,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,16/03/2020,16/03/2020,1,5,0,6,143,225,,,183,288,4,200,0.77,0,0,0,61,28,,100,6,0.77,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,16/03/2020,16/03/2020,0,3,0,3,1075,543,,,1098,554,3,0,0.31,0,0,0,594,207,,100,3,0.31,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,16/03/2020,16/03/2020,1,0,0,1,6,42,,,38,263,0,0,0.63,0,0,0,0,42,,100,1,0.63,,,,,,,,,,,,,0
60,Yukon,Yukon,16/03/2020,16/03/2020,0,0,0,0,0,49,,,,1165,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,16/03/2020,16/03/2020,0,0,0,0,138,80,,,3056,1771,0,0,0,0,0,,62,15,,,,0,,,,,,,,,,,,,0
62,Nunavut,Nunavut,16/03/2020,16/03/2020,0,0,0,0,7,2,,,178,51,0,0,0,0,0,,1,1,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,16/03/2020,16/03/2020,4,0,0,4,29,20,,,,,0,0,,,0,0,0,2,,100,4,,,,,,,,,,,,,,
1,Canada,Canada,16/03/2020,16/03/2020,324,17,5,341,37759,21876,,,994,576,88,34.78,0.9,0.01,3,1.47,12753,4519,,98.53,336,0.88,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,17/03/2020,17/03/2020,103,0,7,103,11612,11673,,,2256,2268,30,41.1,2,0.14,3,6.8,1686,1810,,93.2,96,1.86,,,,,,,,,,,,,0
48,Alberta,Alberta,17/03/2020,17/03/2020,74,0,0,74,11487,9225,,,2598,2086,18,32.14,1.67,0,0,0,1249,1834,,100,74,1.67,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,17/03/2020,17/03/2020,2,5,0,7,1066,0,,,904,,1,16.67,0.59,0,0,0,185,0,,100,7,0.59,,,,,,,,,,,,,0
46,Manitoba,Manitoba,17/03/2020,17/03/2020,7,0,0,7,2216,1643,,,1607,1191,0,0,0.51,0,0,0,368,267,,100,7,0.51,,,,,,,,,,,,,0
35,Ontario,Ontario,17/03/2020,17/03/2020,177,0,1,177,11167,0,,,758,,32,22.07,1.2,0.01,0,0.56,989,0,,99.44,176,1.19,,,,,,,,,,,,,0
